item_id,item_text,benchmark,category
mmlu:9404,"This question refers to the following information.
""The conscience of the people, in a time of grave national problems, has called into being a new party, born of the nation's sense of justice. We of the Progressive party here dedicate ourselves to the fulfillment of the duty laid upon us by our fathers to maintain the government of the people, by the people and for the people whose foundations they laid. We hold with Thomas Jefferson and Abraham Lincoln that the people are the masters of their Constitution, to fulfill its purposes and to safeguard it from those who, by perversion of its intent, would convert it into an instrument of injustice. In accordance with the needs of each generation the people must use their sovereign powers to establish and maintain equal opportunity and industrial justice, to secure which this Government was founded and without which no republic can endure.
""This country belongs to the people who inhabit it. Its resources, its business, its institutions and its laws should be utilized, maintained or altered in whatever manner will best promote the general interest. It is time to set the public welfare in the first place.""
Progressive Party Platform, 1912
In harmony with the sentiments of the excerpt above, which of the following best characterizes the ""Square Deal"" of Theodore Roosevelt?",mmlu,mmlu
mmlu:9441,"This question refers to the following information.
""The real grievance of the worker is the insecurity of his existence; he is not sure that he will always have work, he is not sure that he will always be healthy, and he foresees that he will one day be old and unfit to work. If he falls into poverty, even if only through a prolonged illness, he is then completely helpless, exam_ins to his own devices, and society does not currently recognize any real obligation towards him beyond the usual help for the poor, even if he has been working all the time ever so faithfully and diligently. The usual help for the poor, however, leaves a lot to be desired, especially in large cities, where it is very much worse than in the country.""
Otto von Bismarck, 1884
How would twentieth-century economist John Maynard Keynes suggest that society address Otto von Bismarck's evaluation of workers in Germany?",mmlu,mmlu
mmlu:9443,"This question refers to the following information.
""The real grievance of the worker is the insecurity of his existence; he is not sure that he will always have work, he is not sure that he will always be healthy, and he foresees that he will one day be old and unfit to work. If he falls into poverty, even if only through a prolonged illness, he is then completely helpless, exam_ins to his own devices, and society does not currently recognize any real obligation towards him beyond the usual help for the poor, even if he has been working all the time ever so faithfully and diligently. The usual help for the poor, however, leaves a lot to be desired, especially in large cities, where it is very much worse than in the country.""
Otto von Bismarck, 1884
This speech led to the creation of laws that did which of the following?",mmlu,mmlu
mmlu:9469,"This question refers to the following information.
""To slacken the tempo would mean falling behind. And those who fall behind get beaten. But we do not want to be beaten. No, we refuse to be beaten! One feature of the history of old Russia was the continual beatings she suffered because of her backwardness. She was beaten by the Mongol khans. She was beaten by the Turkish beys. She was beaten by the Swedish feudal lords. She was beaten by the Polish and Lithuanian gentry. She was beaten by the British and French capitalists. She was beaten by the Japanese barons. All beat her––because of her backwardness, because of her military backwardness, cultural backwardness, political backwardness, industrial backwardness, agricultural backwardness. They beat her because it was profitable and could be done with impunity. You remember the words of the pre-revolutionary poet: ""You are poor and abundant, mighty and impotent, Mother Russia."" Those gentlemen were quite familiar with the verses of the old poet. They beat her, saying: ""You are abundant,"" so one can enrich oneself at your expense. They beat her, saying: ""You are poor and impotent,"" so you can be beaten and plundered with impunity. Such is the law of the exploiters––to beat the backward and the weak. It is the jungle law of capitalism. You are backward, you are weak––therefore you are wrong; hence you can be beaten and enslaved. You are mighty––therefore you are right; hence we must be wary of you.
That is why we must no longer lag behind.""
Joseph Stalin, speech delivered at the first All-Union Conference of Leading Personnel of Socialist Industry, February 4, 1931
The speech as a whole is best understood in the context of which of the following historical developments?",mmlu,mmlu
mmlu:9473,"This question refers to the following information.
""Upon this a question arises: whether it be better to be loved than feared or feared than loved? It may be answered that one should wish to be both, but, because it is difficult to unite them in one person, it is much safer to be feared than loved, when, of the two, either must be dispensed with. Because this is to be asserted in general of men, that they are ungrateful, fickle, false, cowardly, covetous, and as long as you succeed they are yours entirely; they will offer you their blood, property, life, and children, as is said above, when the need is far distant; but when it approaches they turn against you. And that prince who, relying entirely on their promises, has neglected other precautions, is ruined; because friendships that are obtained by payments, and not by greatness or nobility of mind, may indeed be earned, but they are not secured, and in time of need cannot be relied upon; and men have less scruple in offending one who is beloved than one who is feared, for love is preserved by the link of obligation which, owing to the baseness of men, is broken at every opportunity for their advantage; but fear preserves you by a dread of punishment which never fails.""
Nicolo Machiavelli, The Prince, ca. 1513 C.E.
The political philosophy espoused in the text above is different from those of the medieval period in which of the following ways?",mmlu,mmlu
mmlu:9515,"This question refers to the following information.
""Wherever I go—the street, the shop, the house, or the steamboat—I hear the people talk in such a way as to indicate that they are yet unable to conceive of the Negro as possessing any rights at all. Men who are honorable in their dealings with their white neighbors will cheat a Negro without feeling a single twinge of their honor. To kill a Negro they do not deem murder; to debauch a Negro woman they do not think fornication; to take the property away from a Negro they do not consider robbery. The people boast that when they get freedmen affairs in their own hands, to use their own classic expression, 'the niggers will catch hell.'
""The reason of all this is simple and manifest. The whites esteem the blacks their property by natural right, and however much they may admit that the individual relations of masters and slaves have been destroyed by the war and the President's emancipation proclamation, they still have an ingrained feeling that the blacks at large belong to the whites at large, and whenever opportunity serves they treat the colored people just as their profit, caprice or passion may dictate.""
—Congressional testimony of Col. Samuel Thomas, Assistant Commissioner, Bureau of Refugees, Freedmen and Abandoned Lands, 1865
Which of the following specific developments contributed to the general sentiment expressed in Federalist #15?",mmlu,mmlu
mmlu:9537,"This question refers to the following information.
Although in Protestant Europe, [Peter the Great] was surrounded by evidence of the new civil and political rights of individual men embodied in constitutions, bills of rights and parliaments, he did not return to Russia determined to share power with his people. On the contrary, he returned not only determined to change his country but also convinced that if Russia was to be transformed, it was he who must provide both the direction and the motive force. He would try to lead; but where education and persuasion were not enough, he could drive—and if necessary flog—the backward nation forward.
—Robert K. Massie, Peter the Great: His Life and World
Based on the above passage, what kinds of reforms did Peter the Great embrace?",mmlu,mmlu
mmlu:9593,"This question refers to the following information.
For a long time, educated Germans answered it in the positive, initially by laying claim to a special German mission, then, after the collapse of 1945, by criticizing Germany's deviation from the West. Today, the negative view is predominant. Germany did not, according to the now prevailing opinion, differ from the great European nations to an extent that would justify speaking of a ""unique German path."" And, in any case, no country on earth ever took what can be described as the ""normal path.""
Heinrich August Winkler, Germany: The Long Road West, Volume 1, 2006
From this passage, one may infer that",mmlu,mmlu
mmlu:9613,"This question refers to the following information.
I come not to urge personal claims, nor to seek individual benefits; I appear as the advocate of those who cannot plead their own cause; I come as the friend of those who are deserted, oppressed, and desolate. In the Providence of God, I am the voice of the maniac whose piercing cries from the dreary dungeons of your jails penetrate not your Halls of Legislation. I am the Hope of the poor crazed beings who pine in the cells, and stalls, and cages, and waste rooms of your poor-houses. I am the Revelation of hundreds of wailing, suffering creatures, hidden in your private dwellings, and in pens and cabins—shut out, cut off from all healing influences, from all mind-restoring cares.… Could their melancholy histories be spread before you as revealed to my grieved spirit during the last three months, how promptly, how earnestly would you search out the most approved means of relief; how trifling, how insignificant, by comparison, would appear the sacrifices you are asked to make; how would a few dimes and dollars, gathered from each citizen, diminish in value as a possession, compared with the certain benefits and vast good to be secured for the suffering insane...by the consecration and application of a sufficient fund to the construction of a suitable hospital.…
—Dorothea Dix, Memorial Soliciting a State Hospital for the Protection and Cure of the Insane,
Submitted to the General Assembly of North Carolina, November 1848
Which of the following was a popular reform movement of the 1840s?",mmlu,mmlu
mmlu:9635,"This question refers to the following information.
It is natural, it is a privilege, I will go farther, it is a right, which all free men claim, that they are entitled to complain when they are hurt. They have a right publicly to remonstrate against the abuses of power in the strongest terms, to put their neighbors upon their guard against the craft or open violence of men in authority, and to assert with courage the sense they have of the blessings of liberty, the value they put upon it, and their resolution at all hazards to preserve it as one of the greatest blessings heaven can bestow.… But to conclude: The question before the Court and you, Gentlemen of the jury, is not of small or private concern. It is not the cause of one poor printer, nor of New York alone, which you are now trying. No! It may in its consequence affect every free man that lives under a British government on the main of America. It is the best cause. It is the cause of liberty. And I make no doubt but your upright conduct this day will not only entitle you to the love and esteem of your fellow citizens, but every man who prefers freedom to a life of slavery will bless and honor you as men who have baffled the attempt of tyranny, and by an impartial and uncorrupt verdict have laid a noble foundation for securing to ourselves, our posterity, and our neighbors, that to which nature and the laws of our country have given us a right to liberty of both exposing and opposing arbitrary power (in these parts of the world at least) by speaking and writing truth.
—Andrew Hamilton, concluding argument, libel trial of newspaper editor
John Peter Zenger, August 4, 1735
Hamilton's success in the Zenger case most directly reflects which of the following?",mmlu,mmlu
mmlu:9646,"This question refers to the following information.
New York! I say New York, let black blood flow into your blood.
Let it wash the rust from your steel joints, like an oil of life
Let it give your bridges the curve of hips and supple vines…
See your rivers stirring with musk alligators
And sea cows with mirage eyes…
Just open your eyes to the April rainbow
And your eyes, especially your ears, to God
Who in one burst of saxophone laughter
Created heaven and earth in six days,
And on the seventh slept a deep Negro sleep.
Senegalese poet Léopold Sédar Senghor, ""To New York,"" 1956
The verse above is best seen as belonging to which of the following modern cultural developments?",mmlu,mmlu
mmlu:9697,"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
—Carlsbad Resolutions adopted by the Germanic States, 1819
The Carlsbad Resolutions were another of Metternich's schemes, like the Concert of Europe, which aimed to accomplish which of the following?",mmlu,mmlu
mmlu:9703,"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
—Hernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following was NOT a result of the European conquest of the Americas realized by the end of the seventeenth century?",mmlu,mmlu
mmlu:9709,"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
—Galileo Galilei, 1610
Which of the following intellectual hallmarks of the Renaissance seem most in conflict with the questioning of the ancient philosophers, such as Aristotle, through experimentation in natural philosophy?",mmlu,mmlu
mmlu:9713,"This question refers to the following information.
Read the list of complaints below.
Article 3: Frenchmen should regard as laws of the kingdom those alone which have been prepared by the national assembly and sanctioned by the king.
Article 11: Personal liberty, proprietary rights and the security of citizens shall be established in a clear, precise and irrevocable manner. All lettres de cachet shall be abolished forever, subject to certain modifications which the States General may see fit to impose.
Article 12: And to remove forever the possibility of injury to the personal and proprietary rights of Frenchmen, the jury system shall be introduced in all criminal cases, and in civil cases for the determination of fact, in all the courts of the realm.
Article 17: All distinctions in penalties shall be abolished; and crimes committed by citizens of the different orders shall be punished irrespectively, according to the same forms of law and in the same manner. The States General shall seek to bring it about that the effects of transgression shall be confined to the individual and shall not be reflected upon the relatives of the transgressor, themselves innocent of all participation.
Article 21: No tax shall be legal unless accepted by the representatives of the people and sanctioned by the king.
—Cahiers of the Third Estate of Versailles, 1789
Which of the following was NOT one of the problems in France that caused the French Revolution referenced in the document above?",mmlu,mmlu
mmlu:9728,"This question refers to the following information.
Source 1:
""In the days of a great struggle against a foreign enemy who has been endeavoring for three years to enslave our country, it pleased God to send Russia a further painful trial. Internal troubles threatened to have a fatal effect on the further progress of this obstinate war. The destinies of Russia, the honor of her heroic Army, the happiness of the people, and the whole future of our beloved country demand that the war should be conducted at all costs to a victorious end.
The cruel enemy is making his last efforts and the moment is near when our valiant Army, in concert with our glorious Allies, will finally overthrow the enemy. In these decisive days in the life of Russia we have thought that we owed to our people the close union and organization of all its forces for the realization of a rapid victory; for which reason, in agreement with the Imperial Duma, we have recognized that it is for the good of the country that we should abdicate the Crown of the Russian State and lay down the Supreme Power.""
Tsar Nicholas II, Abdication, March 15, 1917
Source 2:
""History will not forgive revolutionaries for procrastinating when they could be victorious today (and they certainly will be victorious today), while they risk losing much tomorrow, in fact, the risk losing everything.
If we seize power today, we seize it not in opposition to the Soviets but on their behalf. The seizure of power is the business of the uprising; its political purpose will become clear after the seizure….
It would be an infinite crime on the part of the revolutionaries were they to let the chance slip, knowing that the salvation of the revolution, the offer of peace, the salvation of Petrograd, salvation from famine, the transfer of the land to the peasants depend upon them.
The government is tottering. It must be given the death-blow at all costs.""
Vladimir Illyich Lenin, Call to Power, October 24, 1917
Czar Nicholas II's declaration of abdication in Source 1 is best understood in light of which of the following?",mmlu,mmlu
mmlu:9782,"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.… His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
—Henry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
Although Jefferson believed that government should be small and limited, once in office he",mmlu,mmlu
mmlu:9809,"This question refers to the following information.
This ruler of Syria made me spend many years as commander of his army,
Every land to which I turned
I overcame.
I destroyed its green fields and its wells,
I captured its cattle, I took captive its inhabitants, I deprived them of their provisions,
and I slew [many] people…by my sword, my bow, my marchings, and my good devices.
Thus my excellence was in his heart; he loved me and he knew my valor;
…he set me at the head of his sons, when he saw the success of my handiwork.
There came a champion of Syria
to defy me in my tent;
a bold man without equal, for he had vanquished all his rivals.
He said, ""Let Sanehat fight with me.""
He thought to overcome me; he designed to take my cattle, thus being counseled by his tribe.
The Tale of Sanehat, Egyptian poem written during the Middle Kingdom, ca.1800 B.C.E.
Which of the following best describes the most common political significance of conflict between states to the rulers of early civilizations?",mmlu,mmlu
mmlu:9898,"To serve as an expert witness in a court case, a psychologist must:",mmlu,mmlu
mmlu:9919,Tobacco advertising is now banned in virtually all marketing communication forms in many countries around the world. This can be explained as an influence of:,mmlu,mmlu
mmlu:9934,Traditional working class identity was based around:,mmlu,mmlu
mmlu:9946,"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",mmlu,mmlu
mmlu:9972,"Two ice skaters are moving on frictionless ice and are about to collide. The 50-kg skater is moving directly west at 4 m/s. The 75-kg skater is moving directly north at 2 m/s. After the collision they stick together. For this scenario, which of the following is true?",mmlu,mmlu
mmlu:10031,"Under the Establishment Clause, if a government regulation or statute has no sect preference, it may then be deemed to be valid after it first passes an additional three-pronged test under traditional analysis. Please choose which of the following concepts will NOT help a statute or action to be free from establishment of religion suspicions.",mmlu,mmlu
mmlu:10100,"Voters in a city passed a referendum legalizing gambling in a certain section of the city. The law established a commission, consisting of five individuals, that was in charge of licensing and overseeing the activities of the casinos. The members of the commission were to be appointed by the mayor. Pursuant to his statutory power, the mayor appointed four private citizens and a clergy member to the Commission. There is a constitutional challenge to the appointment of the clergy member as violating the establishment clause of the First Amendment. The mayor's action is",mmlu,mmlu
mmlu:10141,What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,mmlu,mmlu
mmlu:10166,"What are the effects of globalisation on food security?
",mmlu,mmlu
mmlu:10190,What are the two sacraments that all Christians celebrate?,mmlu,mmlu
mmlu:10216,What color is Uncle Sam's goatee?,mmlu,mmlu
mmlu:10228,What country gave us the fashionable headgear called the beret?,mmlu,mmlu
mmlu:10288,What does the presence of discouraged workers do to the measurement of the unemployment rate?,mmlu,mmlu
mmlu:10292,What does the term matsuri mean?,mmlu,mmlu
mmlu:10332,What is 'malware'?,mmlu,mmlu
mmlu:10366,What is a tracheostomy?,mmlu,mmlu
mmlu:10370,What is actor Antonio Banderas native language?,mmlu,mmlu
mmlu:10398,What is not a component of an agile organisation?,mmlu,mmlu
mmlu:10464,"What is the function of ""standard-setting in human rights diplomacy?",mmlu,mmlu
mmlu:10550,What is the most popular month for weddings in America?,mmlu,mmlu
mmlu:10581,"What is the orbital angular momentum quantum number, l, of the electron that is most easily removed when ground-state aluminum is ionized?",mmlu,mmlu
mmlu:10610,What is the process by which products and services of a business entity are measured and evaluated relative to the best possible levels of performance?,mmlu,mmlu
mmlu:10619,What is the purpose of universal jurisdiction?,mmlu,mmlu
mmlu:10668,What is the term for decisions limited by human capacity to absorb and analyse information?,mmlu,mmlu
mmlu:10711,What kind of flying contraption is featured in the movie 'Chitty Chitty Bang Bang'?,mmlu,mmlu
mmlu:10728,What might the pragmatic implications of biology be on post-conflict gender security?,mmlu,mmlu
mmlu:10730,What nationality was Karl Marx?,mmlu,mmlu
mmlu:10736,What one of the following is not a characteristic of the job characteristics model?,mmlu,mmlu
mmlu:10803,What was 'democratic enlargement'?,mmlu,mmlu
mmlu:10842,What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,mmlu,mmlu
mmlu:10932,When assessing an internal auditor's objectivity an independent auditor should,mmlu,mmlu
mmlu:11004,"When someone uses highly emotionally charged terms during an argument, without giving any reasons why those terms fit the subject, that person may have committed which of the following fallacies?",mmlu,mmlu
mmlu:11013,When the Supreme Court decides to take a case on appeal it,mmlu,mmlu
mmlu:11049,When was the State of Israel established?,mmlu,mmlu
mmlu:11076,Where are the vital centres located in the brainstem?,mmlu,mmlu
mmlu:11077,Where did Lewis and Clark begin their famous expedition in 1804?,mmlu,mmlu
mmlu:11079,Where did the world's first civilization develop?,mmlu,mmlu
mmlu:11095,Which Pope immediately preceded John Paul II?,mmlu,mmlu
mmlu:11266,Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,mmlu,mmlu
mmlu:11267,Which of the following adaptations would limit pollination by bees and promote hummingbird pollination?,mmlu,mmlu
mmlu:11269,"Which of the following age differences could be, in part, a cohort effect? Differences in",mmlu,mmlu
mmlu:11282,Which of the following approaches to psychotherapy focuses only the problem behaviour and how to modify it?,mmlu,mmlu
mmlu:11321,Which of the following artists is an English landscape painter who created a poetic sense of changing atmospheric effects by using tiny applications of local color?,mmlu,mmlu
mmlu:11339,Which of the following best describes the 'subaltern' in postcolonialism?,mmlu,mmlu
mmlu:11409,Which of the following certainly lowers the equilibrium price of a good exchanged in a competitive market?,mmlu,mmlu
mmlu:11457,Which of the following correctly categorizes the components of Ivan Pavlov's research on conditioning?,mmlu,mmlu
mmlu:11469,Which of the following could limit the ability of a central bank to conduct expansionary monetary policy?,mmlu,mmlu
mmlu:11489,Which of the following deals with network intrusion detection and real-time traffic analysis?,mmlu,mmlu
mmlu:11536,"Which of the following does the term ""Arhats"" refer to?",mmlu,mmlu
mmlu:11562,Which of the following factors most likely would cause a CPA not to accept a new audit engagement?,mmlu,mmlu
mmlu:11580,Which of the following fiscal policies is likely to be most effective when the economy is experiencing an inflationary gap?,mmlu,mmlu
mmlu:11591,Which of the following great apes (the Hominidae) is NOT native to Africa?,mmlu,mmlu
mmlu:11602,Which of the following has been true of the Republican Party since the 1980s?,mmlu,mmlu
mmlu:11634,Which of the following is LEAST associated with the development of alluvial landscapes?,mmlu,mmlu
mmlu:11655,Which of the following is NOT a sign of phlebitis?,mmlu,mmlu
mmlu:11658,Which of the following is NOT a spread effect in the core-periphery model of development?,mmlu,mmlu
mmlu:11675,Which of the following is NOT one of the more frequently named activities by those who are retired?,mmlu,mmlu
mmlu:11685,Which of the following is a DISADVANTAGE of using pure time-series models (relative to structural models)?,mmlu,mmlu
mmlu:11717,Which of the following is a frameshift mutation?,mmlu,mmlu
mmlu:11763,Which of the following is an accurate statement of the money supply in the United States?,mmlu,mmlu
mmlu:11877,"Which of the following is not a function of vitamin D?
",mmlu,mmlu
mmlu:11940,Which of the following is one of McAdam's levels of personality?,mmlu,mmlu
mmlu:11973,Which of the following is the highest level taxonomic rank?,mmlu,mmlu
mmlu:11975,Which of the following is the large bone found superior to the patella and inferior to the ischium?,mmlu,mmlu
mmlu:11987,Which of the following is the most important agent of socialization in early childhood?,mmlu,mmlu
mmlu:12004,Which of the following is the source of the supply of loanable funds?,mmlu,mmlu
mmlu:12058,Which of the following is true of court cases in which one private party is suing another?,mmlu,mmlu
mmlu:12089,Which of the following is/are NOT caused by orbital resonance?,mmlu,mmlu
mmlu:12096,Which of the following is/are true?,mmlu,mmlu
mmlu:12121,Which of the following matters is included in a typical comfort letter?,mmlu,mmlu
mmlu:12123,Which of the following may need to be balanced using the ion-electron method ?,mmlu,mmlu
mmlu:12146,Which of the following most likely explains why Venus does not have a strong magnetic field?,mmlu,mmlu
mmlu:12158,Which of the following neurotransmitters is most explicitly associated with the experience of pleasure?,mmlu,mmlu
mmlu:12170,Which of the following pairs of elements must a client prove to hold an accountant liable for common law fraud?,mmlu,mmlu
mmlu:12226,Which of the following reactions occurs in the forward direction during glycolysis but in the reverse direction during fermentation?,mmlu,mmlu
mmlu:12257,Which of the following short-run costs always increases as output increases?,mmlu,mmlu
mmlu:12281,"Which of the following statements about datagrams sent by a node in a network using IPv4 protocol is (are) true?
I. Datagrams at the source must be the size of the smallest maximum transmission unit (MTU) of all the links on a path to the destination.
II. Datagrams may be fragmented during routing.
III. Datagrams are reassembled only at the destination.",mmlu,mmlu
mmlu:12313,"Which of the following statements about the global ageing population is correct?
",mmlu,mmlu
mmlu:12372,Which of the following statements is NOT part of Gunnar Myrdal's theory of cumulative causation?,mmlu,mmlu
mmlu:12380,"Which of the following statements is correct concerning the ""reasonable person"" standard in tort law?",mmlu,mmlu
mmlu:12430,Which of the following statistics provides the most information about how spread out a distribution of scores is?,mmlu,mmlu
mmlu:12442,Which of the following substances has an asymmetrical molecular structure?,mmlu,mmlu
mmlu:12476,Which of the following types of regulations would not be reviewed under the strict scrutiny standard of review?,mmlu,mmlu
mmlu:12500,Which of the following was responsible for the most death in the 20th century?,mmlu,mmlu
mmlu:12532,Which of the following would increase the capacitance of a parallel-plate capacitor?,mmlu,mmlu
mmlu:12537,Which of the following would most likely describe the fate of a vesicle formed as a result of phagocytosis?,mmlu,mmlu
mmlu:12551,Which of the statements below is not one of the eight themes of post-Marxist critical security theory identified by Ken Booth as being important to critical security theory?,mmlu,mmlu
mmlu:12569,Which of these countries does not participate in NAFTA?,mmlu,mmlu
mmlu:12580,"Which of these factors increases the risk for postmenopausal breast cancer?
",mmlu,mmlu
mmlu:12654,"Which of these phrases refers specifically to a crisis, rather than an issue?",mmlu,mmlu
mmlu:12703,Which one of the following instruments is used to measure humidity?,mmlu,mmlu
mmlu:12723,"Which one of the following statements about protein nutrition is correct?
",mmlu,mmlu
mmlu:12780,Which ratio CANNOT form a proportion with 8 over 18?,mmlu,mmlu
mmlu:12793,Which situation could be represented by the expression 6 x 2?,mmlu,mmlu
mmlu:12805,Which statement about variation is true?,mmlu,mmlu
mmlu:12813,Which statement best describes Tom Regan's 'sentimental anthropomorphicism' in support of animals rights?,mmlu,mmlu
mmlu:12816,Which statement best describes the circumstances that have shaped the emergence of peace studies as a field of research?,mmlu,mmlu
mmlu:12826,Which statement is NOT true of both issues management and crisis management?,mmlu,mmlu
mmlu:12889,"While shopping at a mall, a woman suffered injuries when an escalator malfunctioned, crushing her foot. The woman brings suit against the mall. At trial, she calls another shopper to testif' that he rode the same escalator just moments before the woman's accident and had to jump in the air at the last minute to avoid getting his foot crushed in the escalator. This testimony is",mmlu,mmlu
mmlu:13020,Why were the elite of state societies so conspicuous in their consumption?,mmlu,mmlu
mmlu:13023,"Why, in the contemporary studies of security, is the subject of energy security so important?",mmlu,mmlu
mmlu:13062,Women have been excluded from the public sphere because:,mmlu,mmlu
mmlu:13080,"Write an equation for the line tangent to the curve defined by F(t) = (t^2 + 1, 2^t) at the point where y = 4.",mmlu,mmlu
mmlu:13150,Zinc finger proteins and helix-turn-helix proteins are,mmlu,mmlu
